ts,alg,p,msg_bytes,frame_bits_len,status,syndrome,ok_text_match
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
1755399436,HAM,0.0,16,136,OK,0,1
